director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,combined
Emily Dell,Aimee Garcia,Wesley Jonathan,Drew Sidora,Drama Music Romance,b-girl,aime garcia wesley jonathan drew sidora emili dell drama music romanc
Peter Jackson,Naomi Watts,Thomas Kretschmann,Evan Parke,Action Adventure Drama Romance,king kong,naomi watt thoma kretschmann evan park peter jackson action adventur drama romanc
Jaume Collet-Serra,Robert Ri'chard,Paris Hilton,Brian Van Holt,Horror,house of wax,robert ri'chard pari hilton brian van holt jaum collet-serra horror
Ryan Fleck,Ryan Gosling,Tristan Mack Wilds,Jeff Lima,Drama,half nelson,ryan gosl tristan mack wild jeff lima ryan fleck drama
Jennifer Wynne Farmer,Irene Bedard,Akima,Max Gail,Drama,naturally native,iren bedard akima max gail jennif wynn farmer drama
Christopher Scott Cherot,Hill Harper,Robinne Lee,Chenoa Maxwell,Comedy,hav plenty,hill harper robinn lee chenoa maxwel christoph scott cherot comedi
H.M. Coakley,Mehcad Brooks,Steffinnie Phrommany,Danielle Savre,Crime Drama Thriller,adulterers,mehcad brook steffinni phrommani daniel savr h.m. coakley crime drama thriller
Randy Moore,Trey Loney,Lee Armstrong,Amy Lucas,Fantasy Horror,escape from tomorrow,trey loney lee armstrong ami luca randi moor fantasi horror
Chris Atkins,Richard Curtis,Harvey Weinstein,Elton John,Documentary,starsuckers,richard curti harvey weinstein elton john chri atkin documentari
Bill Benenson,Alfre Woodard,Dave Fennoy,Jane Goodall,Documentary,the hadza: last of the first,alfr woodard dave fennoy jane goodal bill benenson documentari
Ryan Smith,Sandra Ellis Lafferty,Madison Lintz,Karolina Wydra,Fantasy Horror Mystery Thriller,after,sandra elli lafferti madison lintz karolina wydra ryan smith fantasi horror mysteri thriller
Travis Romero,Matthew Ziff,Lorraine Ziff,Michael Biehn,Drama Thriller,treachery,matthew ziff lorrain ziff michael biehn travi romero drama thriller
Anna Mastro,Leven Rambin,Justin Kirk,Virginia Madsen,Comedy Drama,walter,leven rambin justin kirk virginia madsen anna mastro comedi drama
Mark Sandrich,Ginger Rogers,Edward Everett Horton,Eric Blore,Comedy Musical Romance,top hat,ginger roger edward everett horton eric blore mark sandrich comedi music romanc
Daniel Myrick,Heather Donahue,Joshua Leonard,Michael C. Williams,Horror,the blair witch project,heather donahu joshua leonard michael c. william daniel myrick horror
Michael Wadleigh,Joe Cocker,Jimi Hendrix,Joan Baez,Documentary History Music,woodstock,joe cocker jimi hendrix joan baez michael wadleigh documentari histori music
John Landis,David Zucker,Barry Dennen,Tara Strohmeier,Comedy,the kentucky fried movie,david zucker barri dennen tara strohmeier john landi comedi
Jon Gunn,Stacy Keach,David A.R. White,Cynthia Watros,Action Crime Drama,mercy streets,staci keach david a.r. white cynthia watro jon gunn action crime drama
Gene Teigland,Kendyl Joi,Matthew Feeney,Tac Fitzgerald,Mystery Thriller,arnolds park,kendyl joi matthew feeney tac fitzgerald gene teigland mysteri thriller
Scott Ziehl,William Smith,Jason London,Brent David Fraser,Drama,broken vessels,william smith jason london brent david fraser scott ziehl drama
Richard Montoya,Nicholas Gonzalez,Angela Nordeng,Exie Booker,Crime Drama,water & power,nichola gonzalez angela nordeng exi booker richard montoya crime drama
Johanna Schwartz,Aliou Touré,Garba Touré,Khaira Arby,Documentary,they will have to kill us first,aliou touré garba touré khaira arbi johanna schwartz documentari
William Gazecki,Karen Alexander,Colin Andrews,Francine Blake,Documentary,crop circles: quest for truth,karen alexand colin andrew francin blake william gazecki documentari
Lance McDaniel,Russell Wong,Steven Michael Quezada,Lymari Nadal,Action Drama Thriller,light from the darkroom,russel wong steven michael quezada lymari nadal lanc mcdaniel action drama thriller
Thomas Lilti,François Cluzet,Félix Moati,Marianne Denicourt,Comedy Drama,irreplaceable,françoi cluzet félix moati mariann denicourt thoma lilti comedi drama
Michael Walker,Paula Garcés,Annabella Sciorra,John Brodsky,Thriller,the maid's room,paula garcé annabella sciorra john brodski michael walker thriller
Richard Lester,Paul McCartney,Ringo Starr,George Harrison,Comedy Musical,a hard day's night,paul mccartney ringo starr georg harrison richard lester comedi music
U. Roberto Romano,unknown,unknown,unknown,Documentary,the harvest/la cosecha,unknown unknown unknown u. roberto romano documentari
Amy Holden Jones,Jamie Lee Curtis,Sally Kirkland,Amy Madigan,Drama Romance,love letters,jami lee curti salli kirkland ami madigan ami holden jone drama romanc
Blaz Zavrsnik,Dario Nozic Serini,Spela Colja,Andrej Nahtigal,Comedy,julija in alfa romeo,dario nozic serini spela colja andrej nahtig blaz zavrsnik comedi
Alex Kendrick,Kirk Cameron,Ken Bevel,Erin Bethea,Drama Romance,fireproof,kirk cameron ken bevel erin bethea alex kendrick drama romanc
Pan Nalin,Bhole Baba,Pant Shirt Baba,Shriman Umeshanad Brahmachari,Biography Documentary Drama,faith connections,bhole baba pant shirt baba shriman umeshanad brahmachari pan nalin biographi documentari drama
Joe Camp,Frances Bavier,Peter Breck,Edgar Buchanan,Adventure Family Romance,benji,franc bavier peter breck edgar buchanan joe camp adventur famili romanc
Chris Kentis,Blanchard Ryan,Saul Stein,Daniel Travis,Adventure Biography Drama Horror Thriller,open water,blanchard ryan saul stein daniel travi chri kenti adventur biographi drama horror thriller
Matt Walsh,Joe Lo Truglio,Matt Jones,Abby Elliott,Comedy,high road,joe lo truglio matt jone abbi elliott matt walsh comedi
John 'Bud' Cardos,Woody Strode,Hoke Howell,Tiffany Bolling,Horror Sci-Fi,kingdom of the spiders,woodi strode hoke howel tiffani boll john 'bud' cardo horror sci-fi
Marilyn Agrelo,Heather Berman,Eva Carrozza,Paul Daggett,Documentary Family Music,mad hot ballroom,heather berman eva carrozza paul daggett marilyn agrelo documentari famili music
Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés,Comedy Drama,the station agent,peter dinklag joe lo truglio paula garcé tom mccarthi comedi drama
Brian Baugh,Randy Wayne,Sean Michael Afable,D. David Morin,Drama,to save a life,randi wayn sean michael afabl d. david morin brian baugh drama
Patrick Creadon,Ken Burns,Bill Clinton,Bob Dole,Documentary,wordplay,ken burn bill clinton bob dole patrick creadon documentari
Barry W. Blaustein,Terry Funk,Vince McMahon,Mick Foley,Biography Documentary Sport,beyond the mat,terri funk vinc mcmahon mick foley barri w. blaustein biographi documentari sport
Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,Comedy Drama Romance,the singles ward,kirbi heyborn lincoln hopp daryn tuft kurt hale comedi drama romanc
Siddiq Barmak,Marina Golbahari,Zubaida Sahar,Mohamad Haref Harati,Drama,osama,marina golbahari zubaida sahar mohamad haref harati siddiq barmak drama
Joseph Dorman,Rachel Dratch,Peter Riegert,Jason Kravits,Documentary,sholem aleichem: laughing in the darkness,rachel dratch peter riegert jason kravit joseph dorman documentari
Greg Harrison,Rachel True,Ari Gold,Denny Kirkwood,Drama Music,groove,rachel true ari gold denni kirkwood greg harrison drama music
Kurt Hale,Kirby Heyborne,Big Budah,Curt Doussett,Comedy Crime Family,the r.m.,kirbi heyborn big budah curt doussett kurt hale comedi crime famili
Michael Polish,Sasha Alexander,William Katt,Jon Gries,Drama,twin falls idaho,sasha alexand william katt jon gri michael polish drama
Jacob Aaron Estes,Rory Culkin,Scott Mechlowicz,Trevor Morgan,Crime Drama,mean creek,rori culkin scott mechlowicz trevor morgan jacob aaron est crime drama
Morgan J. Freeman,Edie Falco,Heather Matarazzo,Lynn Cohen,Crime Drama Romance,hurricane streets,edi falco heather matarazzo lynn cohen morgan j. freeman crime drama romanc
Eric Schaeffer,Peter Dinklage,Bill Duke,Michael McKean,Comedy Romance,never again,peter dinklag bill duke michael mckean eric schaeffer comedi romanc
Neema Barnette,Monica Calhoun,LisaRaye McCoy,Clifton Powell,Crime Drama Thriller,civil brand,monica calhoun lisaray mccoy clifton powel neema barnett crime drama thriller
Steve Buscemi,Kevin Corrigan,Seymour Cassel,Mary Kay Place,Comedy Drama,lonesome jim,kevin corrigan seymour cassel mari kay place steve buscemi comedi drama
Joe Swanberg,Olivia Wilde,Anna Kendrick,Ti West,Comedy Drama Romance,drinking buddies,olivia wild anna kendrick ti west joe swanberg comedi drama romanc
Molly Bernstein,David Mamet,Ricky Jay,Dick Cavett,Documentary,deceptive practice: the mysteries and mentors of ricky jay,david mamet ricki jay dick cavett molli bernstein documentari
Akira Kurosawa,Takashi Shimura,Minoru Chiaki,Kamatari Fujiwara,Action Adventure Drama,seven samurai,takashi shimura minoru chiaki kamatari fujiwara akira kurosawa action adventur drama
Marius A. Markevicius,Tommy Sheppard,Greg Speirs,Mickey Hart,Documentary Sport,the other dream team,tommi sheppard greg speir mickey hart mariu a. markeviciu documentari sport
Tom DiCillo,Brad Pitt,Tina Louise,Nick Cave,Comedy Music Romance,johnny suede,brad pitt tina louis nick cave tom dicillo comedi music romanc
Justin Lin,Monique Gabriela Curnen,Jake Sandvig,Joe McQueen,Comedy,finishing the game: the search for a new bruce lee,moniqu gabriela curnen jake sandvig joe mcqueen justin lin comedi
Quentin Dupieux,Haley Ramm,Jack Plotnick,Cecelia Antoinette,Comedy Fantasy Horror,rubber,haley ramm jack plotnick cecelia antoinett quentin dupieux comedi fantasi horror
Tim Johnson,Jim Parsons,Matt Jones,April Winchell,Adventure Animation Comedy Family Fantasy Sci-Fi,home,jim parson matt jone april winchel tim johnson adventur anim comedi famili fantasi sci-fi
C. Jay Cox,Tori Spelling,Amber Benson,Garrett M. Brown,Comedy Romance,kiss the bride,tori spell amber benson garrett m. brown c. jay cox comedi romanc
Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears,Drama Sport,the slaughter rule,ryan gosl clea duval eddi spear alex smith drama sport
Gareth Edwards,Scoot McNairy,Whitney Able,Ricky Catter,Drama Sci-Fi Thriller,monsters,scoot mcnairi whitney abl ricki catter gareth edward drama sci-fi thriller
Jonathan Parker,Keith Carradine,Joanne Whalley,Illeana Douglas,Drama,the californians,keith carradin joann whalley illeana dougla jonathan parker drama
Sol Tryon,Jim Gaffigan,Ann Dowd,Matthew Cowles,Comedy,the living wake,jim gaffigan ann dowd matthew cowl sol tryon comedi
Alex Craig Mann,Justin Chon,Christa B. Allen,Max Adler,Comedy Horror,detention of the dead,justin chon christa b. allen max adler alex craig mann comedi horror
Hao Ning,Bo Huang,Zheng Xu,Zhonghua Chen,Comedy Crime,crazy stone,bo huang zheng xu zhonghua chen hao ning comedi crime
Stephen Kijak,Brian Eno,Jacques Brel,Damon Albarn,Biography Documentary Music,scott walker: 30 century man,brian eno jacqu brel damon albarn stephen kijak biographi documentari music
Marc Forster,Radha Mitchell,Alan Ruck,Megan Mullally,Drama,everything put together,radha mitchel alan ruck megan mullal marc forster drama
Andrew Niccol,Bruce Greenwood,Zoë Kravitz,Stafford Douglas,Drama Thriller,good kill,bruce greenwood zoë kravitz stafford dougla andrew niccol drama thriller
Daston Kalili,Daston Kalili,Rai Alexandra,Chin-Chien Chang,Thriller,insomnia manica,daston kalili rai alexandra chin-chien chang daston kalili thriller
William Gazecki,Carol Channing,Bruce Vilanch,Tony Bennett,Documentary,the outrageous sophie tucker,carol chan bruce vilanch toni bennett william gazecki documentari
Ol Parker,Jeremy Irvine,Olivia Williams,Paddy Considine,Drama Romance,now is good,jeremi irvin olivia william paddi considin ol parker drama romanc
Michael Hoffman Jr.,Vincent Chimato,John McGlothlin,Al Sapienza,Comedy Horror,girls gone dead,vincent chimato john mcglothlin al sapienza michael hoffman jr. comedi horror
Patrick Gilles,Emma Caulfield,Dylan Baker,Mike Colter,History,america is still the place,emma caulfield dylan baker mike colter patrick gill histori
Georgia Hilton,Mike Beckingham,Tim Abell,Tom Stedham,Action Mystery Thriller,subconscious,mike beckingham tim abel tom stedham georgia hilton action mysteri thriller
Tamra Davis,Britney Spears,Katherine Boecher,Dave Allen,Comedy Drama,crossroads,britney spear katherin boecher dave allen tamra davi comedi drama
Jack Heller,Shaun Sipos,Katherine Waterston,Christopher Denham,Mystery Thriller,enter nowhere,shaun sipo katherin waterston christoph denham jack heller mysteri thriller
Fernando Baez Mella,Manny Perez,Christian Alvarez,Claudette Lalí,Crime Drama,the king of najayo,manni perez christian alvarez claudett lalí fernando baez mella crime drama
Warren Sheppard,Jennifer Hale,Randy Jay Burrell,Vincent De Paul,Action Romance Sport,fight to the finish,jennif hale randi jay burrel vincent de paul warren sheppard action romanc sport
Darren Lynn Bousman,Paul Sorvino,Barry Bostwick,Terrance Zdunich,Horror Musical,alleluia! the devil's carnival,paul sorvino barri bostwick terranc zdunich darren lynn bousman horror music
Justin Paul Miller,Mary Kate Wiles,Jennifer Landa,Felix Avitia,Comedy Mystery Thriller,the sound and the shadow,mari kate wile jennif landa felix avitia justin paul miller comedi mysteri thriller
Joel Paul Reisig,Carrie Bradstreet,Joel Paul Reisig,Yassie Hawkes,Family,rodeo girl,carri bradstreet joel paul reisig yassi hawk joel paul reisig famili
Catherine Gund,Elizabeth Streb,Sarah Callan,Laura Flanders,Action Biography Documentary Sport,born to fly: elizabeth streb vs. gravity,elizabeth streb sarah callan laura flander catherin gund action biographi documentari sport
Luke Dye,Mike Stanley,Jeff Delaney,Jamison Stalsworth,Family,the little ponderosa zoo,mike stanley jeff delaney jamison stalsworth luke dye famili
Sam Raimi,Tim Holmes,Mila Kunis,James Franco,Adventure Family Fantasy,oz the great and powerful,tim holm mila kuni jame franco sam raimi adventur famili fantasi
Michael Herz,Patrick Kilpatrick,Mark Torgl,Pat Ryan,Action Comedy Horror Sci-Fi,the toxic avenger,patrick kilpatrick mark torgl pat ryan michael herz action comedi horror sci-fi
Matty Rich,Lawrence Gilliard Jr.,George T. Odom,Matty Rich,Crime Drama,straight out of brooklyn,lawrenc gilliard jr. georg t. odom matti rich matti rich crime drama
Paul Greengrass,James Nesbitt,Nicholas Farrell,Tim Pigott-Smith,Drama History War,bloody sunday,jame nesbitt nichola farrel tim pigott-smith paul greengrass drama histori war
Alec Asten,Luis Sanchez,Dennis L.A. White,Fredro Starr,Action,diamond ruff,lui sanchez denni l.a. white fredro starr alec asten action
Hans Canosa,Olivia Wilde,Thomas Lennon,Nora Zehetner,Comedy Drama Romance,conversations with other women,olivia wild thoma lennon nora zehetn han canosa comedi drama romanc
Lloyd Kaufman,John Karyus,Lloyd Kaufman,Kate Graham,Comedy Horror Musical,poultrygeist: night of the chicken dead,john karyu lloyd kaufman kate graham lloyd kaufman comedi horror music
Matthew Watts,Jennifer Lafleur,Cheyenne Jackson,Michael Stahl-David,Comedy Romance,mutual friends,jennif lafleur cheyenn jackson michael stahl-david matthew watt comedi romanc
Lloyd Bacon,Ginger Rogers,Dick Powell,George Brent,Comedy Musical Romance,42nd street,ginger roger dick powel georg brent lloyd bacon comedi music romanc
Joe Kenemore,Bob Proctor,Jack Canfield,Eric Worre,Documentary,rise of the entrepreneur: the search for a better way,bob proctor jack canfield eric worr joe kenemor documentari
Whit Stillman,Chris Eigeman,Taylor Nichols,Ellia Thompson,Comedy Drama Romance,metropolitan,chri eigeman taylor nichol ellia thompson whit stillman comedi drama romanc
Kay Pollak,Michael Nyqvist,Frida Hallgren,Nils-Anders Vallgårda,Comedy Drama Music Romance,as it is in heaven,michael nyqvist frida hallgren nils-and vallgårda kay pollak comedi drama music romanc
Eric England,Jack E. Curenton,Ace Marrero,Alan Pietruszewski,Drama Horror Mystery Thriller,roadside,jack e. curenton ace marrero alan pietruszewski eric england drama horror mysteri thriller
Jared Hess,Jon Heder,Diedrich Bader,Jon Gries,Comedy,napoleon dynamite,jon heder diedrich bader jon gri jare hess comedi
Jeremy Saulnier,Devin Ratray,Eve Plumb,Amy Hargreaves,Crime Drama Thriller,blue ruin,devin ratray eve plumb ami hargreav jeremi saulnier crime drama thriller
Oren Peli,Micah Sloat,Ashley Palmer,Amber Armstrong,Horror,paranormal activity,micah sloat ashley palmer amber armstrong oren peli horror
Stacy Peralta,Tony Alva,Jay Adams,Jeff Ament,Documentary Sport,dogtown and z-boys,toni alva jay adam jeff ament staci peralta documentari sport
Terry Gilliam,Eric Idle,Michael Palin,Terry Jones,Adventure Comedy Fantasy,monty python and the holy grail,eric idl michael palin terri jone terri gilliam adventur comedi fantasi
Richard Glatzer,Emily Rios,Jesse Garcia,Alicia Sixtos,Drama,quinceañera,emili rio jess garcia alicia sixto richard glatzer drama
Sue Corcoran,Tony Doupe,Sue Corcoran,David Frederick White,Comedy Fantasy Horror Musical,gory gory hallelujah,toni doup sue corcoran david frederick white sue corcoran comedi fantasi horror music
